Codice Articolo,Lob Associata,Nome LOB,Inventario,Descrizione Articolo,Lob Associata Orig Norm,Lob Associata Cleaned,LOB Cleaning Decision
02657-001,2013,VIDEOSORVEGLIANZA,Inventario,Axis Q3839-PVE,2013,2013,unchanged
02658-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS Q4809-PVE,1015,1015,unchanged
02663,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,HEADSET ILIVE 12 HM C/CONN. CW X SYSTEM 10,4009,4009,unchanged
02677-001,2013,VIDEOSORVEGLIANZA,Inventario,M4215-LV,2013,2013,unchanged
02709-001,2014,CONTROLLO ACCESSI,Inventario,AXIS C6110,2014,2014,unchanged
02712-001,2013,VIDEOSORVEGLIANZA,Inventario,TP1602-E Conduit Back Box,2013,2013,unchanged
02736-001,2013,VIDEOSORVEGLIANZA,Inventario,P1387-LE Box Camera,2013,2013,unchanged
02740-002,2013,VIDEOSORVEGLIANZA,Inventario,T8154 60 W SFP,2013,2013,unchanged
02750-001,2013,VIDEOSORVEGLIANZA,Inventario,TP4601-E Conduit Back Box,2013,2013,unchanged
02764-002,2013,VIDEOSORVEGLIANZA,Inventario,AXIS S3008 Mk II 2 TB Recorder is a compact recorder with 8 PoE ports and a gigabit uplink,2013,2013,unchanged
02789-001,2014,CONTROLLO ACCESSI,Inventario,AXIS TC6901 Gooseneck Microphone,2014,2014,unchanged
02816-001,1015,VIDEOSORVEGLIANZA,Inventario,M4228-LVE,1015,1015,unchanged
0288-002,2013,VIDEOSORVEGLIANZA,Inventario,AXIS Q7401 CODIFICATORE VIDEO A 1 CANALE,2013,2013,unchanged
02897-001,2013,VIDEOSORVEGLIANZA,Inventario,P3747-PLVE,2013,2013,unchanged
02898-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS P3748-PLVE,1015,1015,unchanged
0291252-12,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico CST 12 fibre Loose 9/125um OS2 antirodent PE,1002,1002,unchanged
02914-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS P5654-E 50HZ mk II,2013,2013,unchanged
02930-001,1016,CONTROLLI ACCESSI,Inventario,AXIS D4200-VE,1016,1016,unchanged
0293-002,2013,VIDEOSORVEGLIANZA,Inventario,AXIS P1311,2013,2013,unchanged
02944-001,1015,VIDEOSORVEGLIANZA,Inventario,P4708-PLVE Panoramic Camera,1015,1015,unchanged
02945-001,1015,VIDEOSORVEGLIANZA,Inventario,Q1971-E Thermal Camera,1015,1015,unchanged
02947-001,1015,VIDEOSORVEGLIANZA,Inventario,Q1971-E 13 MM 30 FPS,1015,1015,unchanged
02949-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS Q1971-E 19 mm 30 fps,1015,1015,unchanged
02951-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS Q1971-E 25 mm 30 fps,1015,1015,unchanged
02953-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS Q1971-E 35 mm 30 fps,1015,1015,unchanged
02968-001,2013,VIDEOSORVEGLIANZA,Inventario,Q1686-DLE Radar-Video Fusion Camera,2013,2013,unchanged
02972-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS Q3546-LVE 51 mm,1015,1015,unchanged
02973-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS Q3548-LVE,1015,1015,unchanged
02980-001,1015,VIDEOSORVEGLIANZA,Inventario,Axis P3265-LV,1015,1015,unchanged
0298-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS M7001,2013,2013,unchanged
02981-001,1015,VIDEOSORVEGLIANZA,Inventario,Axis P3285-LVE,1015,1015,unchanged
02986-001,1015,VIDEOSORVEGLIANZA,Inventario,Axis P3268-LVE,1015,1015,unchanged
03.3.152.02.41.004.0,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Azores RCT AE - Absorber FR | (T61) Slate Grey,4009,4009,unchanged
03.E1260,24001,BUILDING AUTOMATION,Inventario,DMX MASTER SOFTWARE 2-INTERFACCIA IN& OUT,24001,24001,unchanged
03.F009.03,24001,BUILDING AUTOMATION,Inventario,PORTAFERRETTO DA INCASSO D50M OR. BIANCO,24001,24001,unchanged
03.LA.001,24001,BUILDING AUTOMATION,Inventario,T-BOX CONNETTORE 1 IN+2 OUT IP20 RJ12,24001,24001,unchanged
03.LA.009,24001,BUILDING AUTOMATION,Inventario,Z1 INDOOR IP20 ALIMENTAT. E DMX CONTROL,24001,24001,unchanged
03.LA.014,24001,BUILDING AUTOMATION,Inventario,Z4 INDOOR IP20 RACK ALIMENT. E DMX CTRL DEMO,24001,24001,unchanged
03.LB001.26.F25,24001,BUILDING AUTOMATION,Inventario,FOS 100 IP65 FULL COLOR MEDIUM SILVER PROD. DEMO,24001,24001,unchanged
03.LB001.26.F40,24001,BUILDING AUTOMATION,Inventario,FOS 100 IP5 FULL COLOR WIDE SILVER,24001,24001,unchanged
0303-042,2013,VIDEOSORVEGLIANZA,Inventario,BUNDLE WITH 1 Q1755 50 Hz (0303-001) AND 1 T92A00 (5015-001),2013,2013,unchanged
03069-001,2013,VIDEOSORVEGLIANZA,Inventario,D6210 Air Quality Sensor,2013,2013,unchanged
03083-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS TA4712 Key Fob 50 pcs,2013,2013,unchanged
03150-001,2013,VIDEOSORVEGLIANZA,Inventario,P3275-LVE,2013,2013,unchanged
03158-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS TP3302-E Corner Mount,1015,1015,unchanged
031-70548-12G,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Connettore SDI Amphenol RF,4009,4009,unchanged
03179,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Stativo per Cassa in Alluminio argento H 1305-2250,4009,4009,unchanged
03181-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS P1475-LE,2013,2013,unchanged
03204,17001,SISTEMI SCHNEIDER,Inventario,Piastra frontale modulare 4M,17001,17001,unchanged
0321-002,3004,CLOUD VARIE HW,Inventario,AXIS I/O DEVICE P8221,3004,3004,unchanged
03232-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS TP3107 Pendant Kit,1015,1015,unchanged
0324-001,2013,VIDEOSORVEGLIANZA,Inventario,P1344 HDTV DAY/NIGHT FIXED CAMERA,2013,2013,unchanged
0326-041,2013,VIDEOSORVEGLIANZA,Inventario,AXIS P3344 12mm: HDTV d&n FIXED DOME,2013,2013,unchanged
03270-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS TP3908-E Ext. Pipe WH 30 cm,1015,1015,unchanged
0328-001,2013,VIDEOSORVEGLIANZA,Inventario,"AXIS P1346 - HDTV, DAY/NIGHT, FIXED CAMERA",2013,2013,unchanged
0333-606,2013,VIDEOSORVEGLIANZA,Inventario,"Single unit license for AXIS Perimeter Defender, a scalable",2013,2013,unchanged
0333-608,2013,VIDEOSORVEGLIANZA,Inventario,Single unit e-license for AXIS Perimeter DefendeR,2013,2013,unchanged
03376492,1002,CABLAGGIO ALTERNATIVO,Inventario,MANIGLIE PRIMA PLUS 9010/BIANC O 02792410 GS8 21326110,1002,1002,unchanged
0338-002,2013,VIDEOSORVEGLIANZA,Inventario,AXIS M1054,2013,2013,unchanged
03412,17001,SISTEMI SCHNEIDER,Inventario,Piastra fondo NSX-INS250 H fisso/dir4P,17001,17001,unchanged
0344-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS T92E05 PROTECTIVE HOUSING,2013,2013,unchanged
035,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,035 Superclamp,4009,4009,unchanged
03503089,1002,CABLAGGIO ALTERNATIVO,Inventario,SERRATURE DA INFILARE F.YALE C .O. <S+C> F22 (B00851.70.34) B80851.70.34,1002,1002,unchanged
0351-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS P1346-E,2013,2013,unchanged
0351256-24,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico 24 fibre Loose 9/125um OS2 antirodent PE int/ext,1002,1002,unchanged
03522554,1002,CABLAGGIO ALTERNATIVO,Inventario,ELETTROSERRATURA EST. C. FISSO V. NERO 1A721-00-0*CISA,1002,1002,unchanged
03606,17001,SISTEMI SCHNEIDER,Inventario,Piastra front. NSX160/250 fix dir 4P,17001,17001,unchanged
0368-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS P1347-E,2013,2013,unchanged
03804,17001,SISTEMI SCHNEIDER,Inventario,Piastra frontale piena 4M,17001,17001,unchanged
04/01975-00,1002,CABLAGGIO ALTERNATIVO,Inventario,SPINA RCA DORATA ANELLO NERO,1002,1002,unchanged
040-100192-01.P,3035,STORAGE HITACHI,Inventario,UCP HC V120 Series Media Kit,3035,3035,unchanged
04030080,3004,CLOUD VARIE HW,Inventario,IOLAN-RJ45M to RJ45F Sun/Cisco crossover adapter,3004,3004,unchanged
04030432,3004,CLOUD VARIE HW,Inventario,IOLAN STS8 D Secure Terminal Server,3004,3004,unchanged
04031000,2006,APPARATI VARI,Inventario,IOLAN DS1 D4 - 4 I/O DIGITALI,2006,2006,unchanged
04031010,2006,APPARATI VARI,Inventario,"IOLAN DS1 D2R2 - 2 I/O DIGITALI, 2 OUTPUT RELAY",2006,2006,unchanged
04031100,2006,APPARATI VARI,Inventario,"IOLAN SDS1 TA4D2 - 4 INPOUT ANALOGICI, 2 I/O DIGITALI",2006,2006,unchanged
04031152,2006,APPARATI VARI,Inventario,AC POWER SUPPLY,2006,2006,unchanged
042,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,042 Extension Arm,4009,4009,unchanged
0429553,3004,CLOUD VARIE HW,Inventario,"Pinze a becchi piatti Knipex, lungh. 257 mm A punta, Diritta",3004,3004,unchanged
043-100210-02-UL-S.P,3035,STORAGE HITACHI,Inventario,POWER CORD IEC C14 TO IEC C13 250VAC 10A WORLDWIDE APPROVALS 0.7 M,3035,3035,unchanged
043-100210-03-UL-S.P,3035,STORAGE HITACHI,Inventario,POWER CORD IEC C14 TO IEC C13 250VAC 10A WORLDWIDE approvals 1.5m,3035,3035,unchanged
043-100210-04-UL-S.P,3035,STORAGE HITACHI,Inventario,POWER CORD IEC C14 TO IEC C13 250VAC 10A WORLDWIDE approvals 2.5m,3035,3035,unchanged
0433-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS T92E20 OUTDOOR HOUSING,2013,2013,unchanged
04382,3004,CLOUD VARIE HW,Inventario,SUPP. DIA/VIDEO SOFF.UNIV. C.SNODO 150mm SILVER,3004,3004,unchanged
044-231175-03.P,3035,STORAGE HITACHI,Inventario,HNAS 4060 SW Lic - Data Migrator (DM),3035,3035,unchanged
044-231183-03.P,3035,STORAGE HITACHI,Inventario,"HNAS 4060 SW Lic - Replication (IDR, IBR, ADC)",3035,3035,unchanged
044-237059-03.P,3035,STORAGE HITACHI,Non in inventario,UCP Advisor Foundation Base Subscription License (per Installed Instance),3035,3035,unchanged
044-237059-03A.P,3035,STORAGE HITACHI,Non in inventario,UCP Advisor Foundation 1 Device (1-16) Subscription License - Monthly,3035,3035,unchanged
044-239327-03.P,3035,STORAGE HITACHI,Inventario,VSP E590 Hybrid Activation,3035,3035,unchanged
0463-001,2013,VIDEOSORVEGLIANZA,Inventario,"AXIS Q1604-E Network Camera esterno, colore d/n 10/100",2013,2013,unchanged
047282,3004,CLOUD VARIE HW,Inventario,LABEL MANAGER 420P,3004,3004,unchanged
04903121472,1002,CABLAGGIO ALTERNATIVO,Inventario,AAA ( MINISTILO ) LONGLIFE GIALLO 8+4 MEGAPACK,1002,1002,unchanged
04906121418,1002,CABLAGGIO ALTERNATIVO,Inventario,AA (STILO ) LONGLIFE BLU BLISTER 8+4,1002,1002,unchanged
0-492458-1,1001,CABLAGGI COMMSCOPE,Inventario,"ST - FERRULE CERAMICO, CORPO METALLICO, MULTIMODALE",1001,1001,unchanged
04Y2669,3004,CLOUD VARIE HW,Inventario,Lenovo Keyboard (ITALIAN) ThinkPad E531,3004,3004,unchanged
05/20030-00,1002,CABLAGGIO ALTERNATIVO,Inventario,SPINA BNC A CRIMP. 75OHM UG1789U,1002,1002,unchanged
0500117,1003,TBD******,Inventario,COPPIA RICETRASMETTITORI INTEK MT3030 DUAL BAND PMR/LPD,1003,1003,unchanged
05004016001,99001,MERCI C/ACQUISTI,Inventario,ASSORTIMENTO MISTO CON CHIAVE A CRICCHETTO WERA,99001,99001,unchanged
0502B023,24001,BUILDING AUTOMATION,Inventario,ALIMENT. 12VDC X MAX 3 LAMP. MR16 BIANCHE,24001,24001,unchanged
0505L022,24001,BUILDING AUTOMATION,Inventario,MR16 RGB P4 CON RJ12 - NO LENTE,24001,24001,unchanged
0505L028,24001,BUILDING AUTOMATION,Inventario,MR16 BIANCO 6000°K 3X1W P4 12VDC NO LENT,24001,24001,unchanged
0506A002,24001,BUILDING AUTOMATION,Inventario,LENTE FOCUS -MR16 MEDIUM,24001,24001,unchanged
0506A003,24001,BUILDING AUTOMATION,Inventario,LENTE FOCUS-MR16 WIDE,24001,24001,unchanged
0508B058,24001,BUILDING AUTOMATION,Inventario,CONNETTORE 6 POLI MASCHIO RJ12,24001,24001,unchanged
051-100374-01.P,3035,STORAGE HITACHI,Non in inventario,STANDARD SUPPORT SVC PCS BLOCK-TIME SUPPORT,3035,3035,unchanged
051-2000-01.P,3035,STORAGE HITACHI,Inventario,File Starter Pack,3035,3035,unchanged
051-200030-01.P,3035,STORAGE HITACHI,Non in inventario,File Starter Pack ,3035,3035,unchanged
051-200267-01.P,3035,STORAGE HITACHI,Inventario,Storage Starter Pack,3035,3035,unchanged
051-200630-01.P,3035,STORAGE HITACHI,Inventario,Storage Starter Pack Lite,3035,3035,unchanged
05135926001,3004,CLOUD VARIE HW,Inventario,"Kit utensili per Kraftform Kompakt W 1 Manutenzione Wera, 35 pezzi, Sì Custodia",3004,3004,unchanged
05136000001,99001,MERCI C/ACQUISTI,Inventario,"Adattatore Wera, attacco Esagonale da 1/4 poll.",99001,99001,unchanged
0514L059,24001,BUILDING AUTOMATION,Inventario,ALIMENTANTORE 320W 12V MOD SP-320-12,24001,24001,unchanged
0526-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS P1357,2013,2013,unchanged
0528-001,2013,VIDEOSORVEGLIANZA,Inventario,TLC AXIS P1354-E,2013,2013,unchanged
0530-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS P1357-E OUTDOOR,2013,2013,unchanged
05-300-GR,1002,CABLAGGIO ALTERNATIVO,Inventario,PATCH CORD UTP CAT.5E MT.30 COLORE GRIRGIO,1002,1002,unchanged
0533-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS P1214-E  Miniature HDTV camera for discreet o,2013,2013,unchanged
0536-001,2013,VIDEOSORVEGLIANZA,Inventario,"Compact, day/night fixed mini dome in a vandal-resistant cas",2013,2013,unchanged
0540-001,2013,VIDEOSORVEGLIANZA,Inventario,"AXIS A1001 Network Door Controller is an open, non-proprieta",2013,2013,unchanged
0541-002,2013,VIDEOSORVEGLIANZA,Inventario,16-CHANNEL VIDEO ENCODER DUAL STREAMING H.264 AND MOTION JPE,2013,2013,unchanged
0547-001,2013,VIDEOSORVEGLIANZA,Inventario,,2013,2013,unchanged
0551254-12,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico 12 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR Cca,1002,1002,unchanged
057G1-WW6919-T229,3005,CLOUD VARIE SW,Inventario,AUTOCAD LT 2015 COMMERCIAL NEW SLM Annual Desktop Subscripti,3005,3005,unchanged
057I1-006845-L846,3005,CLOUD VARIE SW,Inventario,AutoCAD LT - rinnovo abbonamento 1 anno - supporto avanzato,3005,3005,unchanged
057I1-009704-T385,3005,CLOUD VARIE SW,Inventario,Autodesk Subscription for Autocad LT  RenewaL,3005,3005,unchanged
057M1-WW6822-L783,3005,CLOUD VARIE SW,Inventario,AutoCAD LT 2021 Commercial New Single-user ELD Annual Subscription,3005,3005,unchanged
057M1-WW7302-L221,3005,CLOUD VARIE SW,Inventario,AutoCAD LT 2021 Win/Mac - abbonamento 1 anno - nuova licenza - supporto avanzato,3005,3005,unchanged
057O1-WW6525-L347,3005,CLOUD VARIE SW,Inventario,AutoCAD LT 2023 Win/Mac - abbonamento 1 anno - nuova licenza - supporto avanzato,3005,3005,unchanged
057P1-WW6525-L347?NC,3005,CLOUD VARIE SW,Inventario,Autocad LT Annual subscription,3005,3005,unchanged
06.7.007.00.00.002.3,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Instant Fix Kit GlueArt 3.0 Instant Fix Kit (Pack),4009,4009,unchanged
06000U00362,3004,CLOUD VARIE HW,Inventario,VERSATEK AL CC 3 PRESE UNEL + 1 USB.5V (A+C),3004,3004,unchanged
0620-001,2013,VIDEOSORVEGLIANZA,Inventario,Compact and outdoor-ready HDTV camera for day and night surv,2013,2013,unchanged
0625-001,2013,VIDEOSORVEGLIANZA,Inventario,"Compact and outdoor-ready HDTV camera for day ,IP66-rated",2013,2013,unchanged
0637-001,2013,VIDEOSORVEGLIANZA,Inventario,Compact and outdoor-ready 4K Ultra HD camera for day and nig,2013,2013,unchanged
06600,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"SUPPORTO PLASMA DA TERRA SKREEN FLOOR FISSO, ANTR.SAT",4008,4008,unchanged
0672-001,2013,VIDEOSORVEGLIANZA,Inventario,Tecnologia: IP Forma: PTZ Movimento: Si Day&Night: Si Sensor,2013,2013,unchanged
0676-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS F1005-E Sensor Unit with a 12 meter cable to the main unit.,2013,2013,unchanged
06M.MSTD,1006,ARMADI,Inventario,canalina di alimentazione 1u 6 prese multistandard + magnetotermico,1006,1006,unchanged
06NX103551601,3004,CLOUD VARIE HW,Inventario,BOX VUOTO PER HDD IDE 3.5 P. OTB,3004,3004,unchanged
07/08003-00,1002,CABLAGGIO ALTERNATIVO,Inventario,ETICHETTATRICE  ELETTRONICA DYMO LM160,1002,1002,unchanged
07079,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,asta Microfono con base tonda in lamiera Ø250mm,4009,4009,unchanged
07080,3004,CLOUD VARIE HW,Inventario,Euromet asta microfono con base tonda in lamiera Ø270,3004,3004,unchanged
07083 16 0,1003,TBD******,Inventario,CISA INCONTRO ELETTRICO PER MANIGLIONE ANTIPANICO,1003,1003,unchanged
07120-00-1,3004,CLOUD VARIE HW,Inventario,Bobina 12V P.11610-11721/31 CISA Destra,3004,3004,unchanged
07120-00-2,3004,CLOUD VARIE HW,Inventario,Bobina 12V P.11610-11721/31 CISA Sinistra,3004,3004,unchanged
0721396,2006,APPARATI VARI,Inventario,PAGING TRASMITTERE,2006,2006,unchanged
0751254-04,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico 4 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,1002,1002,unchanged
0751254-08,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico 8 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,1002,1002,unchanged
0751254-12,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico 12 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,1002,1002,unchanged
0751254-24,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico 24 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,1002,1002,unchanged
0751492632759,3004,CLOUD VARIE HW,Inventario,RAM 8 GB per NUC,3004,3004,unchanged
07-592,1003,TBD******,Inventario,WALL MOUNT,1003,1003,unchanged
0762-001,2013,VIDEOSORVEGLIANZA,Inventario,"""5MP resolution, day/night, fixed box camera providing AXIS",2013,2013,unchanged
07720235,1003,TBD******,Inventario,multimetro digitale palmare UT-133B,1003,1003,unchanged
0777-001,2013,VIDEOSORVEGLIANZA,Inventario,P1435-LE OUTDOOR HDTV 3.5 ZOOM IR,2013,2013,unchanged
0777-600,2013,VIDEOSORVEGLIANZA,Non in inventario,2 years extension of the warranty period,2013,2013,unchanged
0778-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS F34 Main Unit,2013,2013,unchanged
07796,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,RIPIANO IN LAM. RACK AREATO NP 1 HE RAL 9005,4008,4008,unchanged
0783-001,2013,VIDEOSORVEGLIANZA,Inventario,"Outdoor thermal network camera for wall and ceiling mount,",2013,2013,unchanged
07855,1002,CABLAGGIO ALTERNATIVO,Inventario,CAN MET/SEPARATORE,1002,1002,unchanged
0786-001,2013,VIDEOSORVEGLIANZA,Inventario,"Outdoor thermal network camera for wall and ceiling mount,",2013,2013,unchanged
0787-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS Q1941-E 13MM 30 FPS,2013,2013,unchanged
0791256-04,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico 4 fibre Loose 9/125um OS2 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,1002,1002,unchanged
0791256-08,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico 8 fibre Loose 9/125um OS2 antirodent LSZH int/ext CPRB2ca-s1a-d1-a1,1002,1002,unchanged
0791256-12,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo 12 fibre LT 9/125UM OS2 LSZH B2CA,1002,1002,unchanged
0791256-24,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo ottico 24 fibre Loose 9/125um OS2 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,1002,1002,unchanged
07NXAH0000202,3004,CLOUD VARIE HW,Inventario,ADATTATORE HDMI F/CAVO DVI-DM,3004,3004,unchanged
07NXAH0020201,3004,CLOUD VARIE HW,Inventario,ADATTATORE HDMI AM/CAVO DVI-DF,3004,3004,unchanged
07NXAI0000202,3004,CLOUD VARIE HW,Inventario,ADATTATORE DVI-I/F - VGA/M,3004,3004,unchanged
07NXAI0020201,3004,CLOUD VARIE HW,Inventario,ADATTATORE DVI M/ VGA F,3004,3004,unchanged
07NXAS00UX201,3004,CLOUD VARIE HW,Inventario,ADATTATORE DA PS/2 A USB,3004,3004,unchanged
07NXES0100201,3004,CLOUD VARIE HW,Inventario,CAVO ESATA DA 1 METRO,3004,3004,unchanged
07NXHC01PG201,3004,CLOUD VARIE HW,Inventario,CAVO HDMI DA 1 MT,3004,3004,unchanged
07NXHC02PG201,3004,CLOUD VARIE HW,Inventario,CAVO HDMI 1.3B Gold BLISTER - 2 MT,3004,3004,unchanged
07NXPW02I2201,3004,CLOUD VARIE HW,Inventario,CAVO ALIMENTAZ. 2MT.ITALIANA,3004,3004,unchanged
07NXPW02I2202,3004,CLOUD VARIE HW,Inventario,CAVO ALIMENTAZ. 2MT.C5 ITALIANA,3004,3004,unchanged
07NXU202AM201,3004,CLOUD VARIE HW,Inventario,USB A/A MASCHIO/MASCHIO,3004,3004,unchanged
07NXU202MA202,3004,CLOUD VARIE HW,Inventario,CAVO USB 2.0- 2MT. M/M A/B NERO,3004,3004,unchanged
07NXU203MA202,3004,CLOUD VARIE HW,Inventario,CAVO USB 2.0- 3MT. M/M A/B NERO,3004,3004,unchanged
07NXUD0200201,3004,CLOUD VARIE HW,Inventario,CAVO USB 2.0 2MT.A/MINIB PER FUJI,3004,3004,unchanged
07NXUD02MB201,3004,CLOUD VARIE HW,Inventario,CAVO USB 2.0 2MT.A/MINIB,3004,3004,unchanged
07NXVC02PR201,3004,CLOUD VARIE HW,Inventario,CAVO MONITOR 2MT.DDC3,3004,3004,unchanged
07NXVC02PR202,3004,CLOUD VARIE HW,Inventario,CAVO S-VGA PREMIUM 2MT,3004,3004,unchanged
0801-001,2013,VIDEOSORVEGLIANZA,Inventario,"Axis Q3708-PVE 180° multi-sensor, day/night fixed dome in an IK10 vandal-re",2013,2013,unchanged
0802-001,2013,VIDEOSORVEGLIANZA,Inventario,"AXIS M3044-V Ultra-compact, indoor fixed mini dome",2013,2013,unchanged
0804-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS M3045-V,2013,2013,unchanged
0810-002,2013,VIDEOSORVEGLIANZA,Inventario,AXIS M1065-LW Network Camera,2013,2013,unchanged
0810354023118,3004,CLOUD VARIE HW,Inventario,alimentatore PoE Ubiquiti 50V 60W,3004,3004,unchanged
0811-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS M1065-L,2013,2013,unchanged
0812-002,2013,VIDEOSORVEGLIANZA,Inventario,"AXIS M1045-LW wireless cube camera, d/n, 2.8 fixed lens",2013,2013,unchanged
0820-001,1015,VIDEOSORVEGLIANZA,Inventario,AXIS A9188 NETWORK I/O RELAY MODULE,1015,1015,unchanged
0821-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS A9161 NETWORK I/O RELAY MODULE,2013,2013,unchanged
08300,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"SUPP. PLASMA DA TERRA RADENTE INCLINAB. , ANTR.SAT",4009,4009,unchanged
0831-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS A9188-VE,2013,2013,unchanged
0832-002,2013,VIDEOSORVEGLIANZA,Inventario,"AXIS Companion Recorder. Surveillance graded hard disk, 2 TB",2013,2013,unchanged
08406,17001,SISTEMI SCHNEIDER,Inventario,Struttura Prisma P L650 P400,17001,17001,unchanged
08536,17001,SISTEMI SCHNEIDER,Inventario,orta trasp. IP30 L650 Prisma P,17001,17001,unchanged
08566,17001,SISTEMI SCHNEIDER,Inventario,Cornice supporto piastre frontali L650,17001,17001,unchanged
08614,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Supporto da soffitto per monitor fino a 75”,4009,4009,unchanged
0866-001,2013,VIDEOSORVEGLIANZA,Inventario,"Axis M3104-LVE Day/night, compact mini dome in a vandal-",2013,2013,unchanged
0868,1003,TBD******,Inventario,PRESA VOLANTE VDE  a 90° 0868,1003,1003,unchanged
0871-001,2013,VIDEOSORVEGLIANZA,Inventario,AXIS A8105-E,2013,2013,unchanged
08736,17001,SISTEMI SCHNEIDER,Inventario,Pannello fondo IP30 L650 Prisma P,17001,17001,unchanged
08750,17001,SISTEMI SCHNEIDER,Inventario,2 pannelli lat.IP30 P400 Prisma P,17001,17001,unchanged
088-00257,2006,APPARATI VARI,Inventario,Teltonika - Compact din rail kit,2006,2006,unchanged
0897-001,2013,VIDEOSORVEGLIANZA,Inventario,"HDTV 1080p resolution, day/night, fixed camera with CS-mount",2013,2013,unchanged
08K0639,3004,CLOUD VARIE HW,Inventario,HD 80GB 2.5 IDE 5400RPM,3004,3004,unchanged
08L.MSTD,1006,ARMADI,Inventario,8 prese MULTISTANDARD con interruttore luminoso protetto,1006,1006,unchanged
09.MSTD,1002,CABLAGGIO ALTERNATIVO,Inventario,9 prese MULTISTANDARD,1002,1002,unchanged
090.6803,1002,CABLAGGIO ALTERNATIVO,Inventario,"network isolator cat6 R&M, safeline network Isoltor type B-FDS ",1002,1002,unchanged
